category_id,category_name,parent_category_id,full_path
290,SewingMachines&Accessories,224,Home&Kitchen|Kitchen&HomeAppliances|SewingMachines&Accessories
291,Sewing&EmbroideryMachines,290,Home&Kitchen|Kitchen&HomeAppliances|SewingMachines&Accessories|Sewing&EmbroideryMachines
292,IroningAccessories,253,Home&Kitchen|HomeStorage&Organization|LaundryOrganization|IroningAccessories
293,SprayBottles,292,Home&Kitchen|HomeStorage&Organization|LaundryOrganization|IroningAccessories|SprayBottles
294,HandMixers,225,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandMixers
295,Mills&Grinders,225,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Mills&Grinders
296,WetGrinders,295,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Mills&Grinders|WetGrinders
297,OvenToasterGrills,225,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|OvenToasterGrills
298,Juicers,225,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Juicers
299,Health&PersonalCare,,Health&PersonalCare
300,HomeMedicalSupplies&Equipment,299,Health&PersonalCare|HomeMedicalSupplies&Equipment
301,HealthMonitors,300,Health&PersonalCare|HomeMedicalSupplies&Equipment|HealthMonitors
302,WeighingScales,301,Health&PersonalCare|HomeMedicalSupplies&Equipment|HealthMonitors|WeighingScales
303,DigitalBathroomScales,302,Health&PersonalCare|HomeMedicalSupplies&Equipment|HealthMonitors|WeighingScales|DigitalBathroomScales
304,EspressoMachines,272,"Home&Kitchen|Kitchen&HomeAppliances|Coffee,Tea&Espresso|EspressoMachines"
305,TableFans,265,"Home&Kitchen|Heating,Cooling&AirQuality|Fans|TableFans"
306,MilkFrothers,272,"Home&Kitchen|Kitchen&HomeAppliances|Coffee,Tea&Espresso|MilkFrothers"
307,Humidifiers,228,"Home&Kitchen|Heating,Cooling&AirQuality|Humidifiers"
308,SmallApplianceParts&Accessories,225,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|SmallApplianceParts&Accessories
309,StandMixerAccessories,308,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|SmallApplianceParts&Accessories|StandMixerAccessories
310,RoboticVacuums,258,"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|Vacuums|RoboticVacuums"
311,YogurtMakers,225,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|YogurtMakers
312,ColdPressJuicers,298,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Juicers|ColdPressJuicers
313,AirConditioners,228,"Home&Kitchen|Heating,Cooling&AirQuality|AirConditioners"
314,Split-SystemAirConditioners,313,"Home&Kitchen|Heating,Cooling&AirQuality|AirConditioners|Split-SystemAirConditioners"
315,WaffleMakers&Irons,225,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|WaffleMakers&Irons
316,StovetopEspressoPots,272,"Home&Kitchen|Kitchen&HomeAppliances|Coffee,Tea&Espresso|StovetopEspressoPots"
317,CoffeeMakerAccessories,272,"Home&Kitchen|Kitchen&HomeAppliances|Coffee,Tea&Espresso|CoffeeMakerAccessories"
318,MeasuringSpoons,317,"Home&Kitchen|Kitchen&HomeAppliances|Coffee,Tea&Espresso|CoffeeMakerAccessories|MeasuringSpoons"
319,CoffeePresses,272,"Home&Kitchen|Kitchen&HomeAppliances|Coffee,Tea&Espresso|CoffeePresses"
320,RotiMakers,225,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|RotiMakers
321,Parts&Accessories,228,"Home&Kitchen|Heating,Cooling&AirQuality|Parts&Accessories"
322,FanParts&Accessories,321,"Home&Kitchen|Heating,Cooling&AirQuality|Parts&Accessories|FanParts&Accessories"
323,StandMixers,225,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|StandMixers
324,PedestalFans,265,"Home&Kitchen|Heating,Cooling&AirQuality|Fans|PedestalFans"
325,VacuumAccessories,257,"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|VacuumAccessories"
326,VacuumBags,325,"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|VacuumAccessories|VacuumBags"
327,HandheldBags,326,"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|VacuumAccessories|VacuumBags|HandheldBags"
